duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
205333,0.7859999999999999,86699999999.9999,168.0,-5.06,0.0401,1.26002999999999e+16,679.0,1
-1,0.8240000000000001,0.0,0.21,-4039.0,0.0524,161981.0,0.4479999999999999,1
199036,0.74,4.15e-06,569.0,-6313.0,242.0,6.2916e+16,0.33,1
205000,0.7959999999999999,8.94e-05,0.19,-3677.0,0.0303,1.05017e+16,0.942,1
182267,563.0,9.39e-05,0.3229999999999999,-8543.0,0.0292,134083.0,0.67,1
213958,0.49,0.81,106.0,-12.27,0.0393,1.1995296059529e+16,0.53,1
130333,0.7909999999999999,0.0,0.0755,-2647.0,0.0949,194638.0,764.0,1
205427,953.0,1.03e-06,575.0,-5.927e+16,0.123,152009.0,0.2,1
224550,0.55,205.0,0.0425,-7.427e+16,0.026,81814.0,0.7090000000000001,1
266027,883.0,462.0,0.0973,-5625.0,0.0446,1.64052e+16,0.1639999999999999,1
125827,742.0,0.0,0.3389999999999999,-7962999999999990.0,0.0454,138591.0,0.7509999999999999,1
248880,945.0,7.71e-06,495.0,-4.66,0.0779,120723.0,526.0,1
206067,552.0,0.00213,111.0,-9499.0,0.0355,143977.0,0.21,1
295467,0.6629999999999999,3.63e-05,431.0,-5.48,0.0286,141525.0,573.0,1
287880,872.0,0.8,261.0,-7313.0,0.05,167946.0,648.0,1
-1,272.0,0.000907,0.13,-10575.0,0.0445,126.18,0.119,1
265933,379.0,0.0072,0.0619,-19.42,31.0,1.15237e+16,818.0,1
-1,628.0,0.00025,0.12,-5659.0,0.0274,140049.0,0.0981,1
189387,0.5920000000000001,0.00626,0.61,-9836.0,0.0586,123095.0,332.0,1
227013,469.0,0.000453,0.0711,-8718.0,0.0412,90001.0,305.0,1
182027,297.0,1.49e-05,0.0609,-9648.0,0.0349,1.1995296059529e+16,0.186,1
212733,768.0,301.0,102.0,-7.48,0.0387,169873.0,0.35,1
-1,775.0,0.0,0.144,-6.61299999999999e+16,0.0433,1.06012999999999e+16,0.8029999999999999,1
195653,0.92,0.00202,0.0582,-4168.0,0.0649,111132.0,0.4379999999999999,1
268760,0.906,0.55,0.103,-6.661e+16,0.0775,101.46,555.0,1
247373,609.0,0.0,0.0636,-11.19,0.0366,124005.0,0.78,1
-1,932.0,0.0594,174.0,-6.11,0.11,99929.0,0.5489999999999999,1
198907,336.0,0.000684,0.119,-10843.0,0.0392,135954.0,613.0,1
199490,483.0,0.4,111.0,-10675.0,0.0514,80.73,0.6409999999999999,1
242995,0.974,0.000391,0.119,-2.91899999999999e+16,0.12,137.96,0.2239999999999999,1
248173,637.0,4.22e-06,0.0469,-10138.0,0.0296,1.1995296059529e+16,738.0,1
250107,809.0,1.22e-06,154.0,-3275.0,0.0279999999999999,112677.0,499.0,1
231840,727.0,1.99e-05,172.0,-4872.0,0.0332,170593.0,885.0,1
180302,0.931,0.0,102.0,-3662.0,0.0517,111012.0,0.7879999999999999,1
190707,892.0,0.000525,0.5720000000000001,-5285.0,113.0,1.74027e+16,0.5589999999999999,1
246893,415.0,0.0,0.144,-14429.0,0.0555,96.99,0.68,1
194107,0.913,602.0,311.0,-3.04,0.0316,100014.0,574.0,1
248000,493.0,0.00251,0.28,-17899.0,0.0279,101941.0,505.0,1
188600,0.7909999999999999,0.0219,439.0,-2734.0,0.0721,133204.0,433.0,1
254533,632.0,0.0117,0.0545,-7.24299999999999e+16,0.0922,97694.0,0.356,1
225947,903.0,0.0003509999999999,122.0,-3677.0,0.0314,121896.0,409.0,1
224960,0.8029999999999999,0.0,297.0,-4.116e+16,0.0465,1.47902e+16,342.0,1
207213,0.959,0.00144,0.0584,-4664.0,0.0819999999999999,127831.0,0.416,1
217387,705.0,6.11e-06,106.0,-7516.0,0.0259,95.99,635.0,1
207040,0.7020000000000001,0.0,218.0,-5792000000000000.0,0.0423,132.33,452.0,1
163093,504.0,0.0,0.143,-11686.0,0.0481,1.26282e+16,883.0,1
214880,759.0,4.44e-05,0.0993,-5.67,0.037,124725.0,917.0,1
218720,858.0,3.11e-06,0.0642,-4.33899999999999e+16,0.0387,1.38021e+16,0.6629999999999999,1
255040,0.4029999999999999,0.000269,0.0594,-9457.0,0.0291,1.1995296059529e+16,568.0,1
189707,748.0,0.00058,358.0,-4461.0,0.0805,1.1995296059529e+16,0.216,1
221459,0.74,0.000543,0.13,-6.422e+16,0.0376,162095.0,337.0,1
352907,382.0,0.0195,149.0,-1.32909999999999e+16,0.0252,80.8,0.69,1
215853,731.0,0.0,0.143,-2.15,34.0,122522.0,0.497,1
183147,0.979,0.0125,355.0,-5021.0,106.0,146741.0,478.0,1
202053,0.979,0.00729,0.0944,-3.506e+16,132.0,140404.0,0.416,1
211573,0.497,0.00273,162.0,-7595.0,0.0351,169977.0,561.0,1
210747,0.69,0.0,122.0,-6.866e+16,0.0298,112014.0,573.0,1
245040,152.0,90700000000.0,0.104,-13901.0,0.0395,61.34,0.3829999999999999,1
-1,612.0,1.34e-06,111.0,-6871.0,0.0285,89995.0,113.0,1
169000,782.0,4.19e-06,125.0,-8437999999999990.0,0.0307,137453.0,731.0,1
195200,862.0,0.0597,0.2289999999999999,-6002999999999990.0,0.0905,90052.0,528.0,1
268093,0.53,0.000274,0.0437,-8515.0,24.0,91779.0,0.6779999999999999,1
168094,0.6679999999999999,1.15e-05,168.0,-6.57799999999999e+16,0.0442,79.99,0.32,1
193773,0.8009999999999999,3.17e-06,0.0637,-3717.0,0.0393,172024.0,769.0,1
187896,914.0,1.98e-05,0.2739999999999999,-4308.0,0.0455,148893.0,385.0,1
238076,371.0,0.00392,0.104,-6832999999999990.0,0.0295,154989.0,0.372,1
-1,912.0,0.0,193.0,-4253.0,0.0725,166795.0,0.351,1
296427,638.0,3.2e-05,0.0769,-4671.0,0.0278,1.1995296059529e+16,484.0,1
182320,701.0,3.12e-05,313.0,-6.03799999999999e+16,0.0572,145069.0,0.25,1
286440,924.0,0.000437,0.0825,-2428.0,0.0829,82666.0,0.6859999999999999,1
230800,0.7979999999999999,1.54e-06,327.0,-6.672e+16,0.0316,124397.0,675.0,1
196947,0.8170000000000001,0.03,0.4029999999999999,-4.59,0.0759,1.1995296059529e+16,0.288,1
201076,649.0,0.0,105.0,-8465.0,0.0925,187783.0,405.0,1
158800,557.0,0.0,0.5429999999999999,-9597000000000000.0,0.03,110743.0,0.7879999999999999,1
189187,867.0,0.0,0.4579999999999999,-2313.0,0.103,167965.0,602.0,1
269107,483.0,0.497,0.0686,-4.991e+16,0.03,84.71,0.173,1
207640,948.0,515.0,126.0,-4355.0,0.0711,177328.0,469.0,1
186627,0.8,9.04e-06,506.0,-4194.0,0.0271,130006.0,691.0,1
215880,992.0,0.0,878.0,-1893.0,0.0748,133963.0,757.0,1
212600,691.0,0.0,303.0,-4334.0,0.0312,93014.0,261.0,1
-1,672.0,0.0,355.0,-5234.0,0.0306,139864.0,263.0,1
-1,792.0,513.0,175.0,-6.45299999999999e+16,0.0272,87069.0,0.67,1
146240,0.7120000000000001,608999999999.999,0.0738,-6.79,0.0429,82961.0,804.0,1
181533,943.0,8.71e-06,91.0,-3205.0,0.0602,85064.0,0.7809999999999999,1
173320,917.0,0.0099099999999999,0.07,-8806000000000000.0,0.0906,1.01797999999999e+16,0.7809999999999999,1
217493,0.71,703.0,0.0777,-4692.0,0.0289999999999999,110059.0,268.0,1
180720,805.0,0.0,156.0,-5.81,0.0449,116.03,882.0,1
-1,0.6559999999999999,0.0005009999999999,0.0882,-6154.0,0.0259,126.01,423.0,1
256467,614.0,0.0,166.0,-4688.0,0.0885,121965.0,341.0,1
190720,738.0,0.00036,0.37,-4881.0,0.0331,105015.0,675.0,1
257520,691.0,0.7859999999999999,0.0895,-7976.0,0.0443,170342.0,0.36,1
345284,0.8640000000000001,107.0,281.0,-7895.0,0.0414,93197.0,617.0,1
251333,0.5820000000000001,3.81e-05,0.119,-10323.0,0.0402,8253200000000000.0,789.0,1
238267,528.0,0.35,0.14,-13382.0,0.0358,1.17472e+16,0.73,1
261280,382.0,4.74e-06,0.411,-1.0889e+16,0.0309,116557.0,0.7140000000000001,1
231467,0.7390000000000001,0.0,0.13,-4919.0,0.0308,131918.0,0.5710000000000001,1
226200,698.0,0.0037,0.2789999999999999,-5056.0,0.0353,1.1995296059529e+16,0.61,1
252693,665.0,136.0,125.0,-6.31,0.0455,8949799999999990.0,0.7829999999999999,1
309640,0.959,0.000148,161.0,-4657.0,0.0908,154221.0,0.492,1
203307,927.0,0.0067599999999999,0.0822,-3.24399999999999e+16,61.0,174079.0,687.0,1
275507,0.7070000000000001,0.000716,0.0997,-13.66,0.0478,124335.0,0.8059999999999999,1
165733,711.0,2.64e-05,0.0683,-10453.0,0.0832,1.52277e+16,935.0,1
188184,637.0,203000000000.0,263.0,-4919.0,0.0403,1.86835999999999e+16,297.0,1
255600,674.0,5.47e-06,345.0,-7643.0,0.0492,8893299999999990.0,452.0,1
168920,0.7140000000000001,0.0171,684.0,-9158999999999990.0,313.0,9437200000000000.0,0.4539999999999999,1
145427,0.6759999999999999,0.000511,263.0,-5273.0,0.0436,1.1995296059529e+16,705.0,1
312280,691.0,0.00404,147.0,-7984.0,0.0248,1.1995296059529e+16,0.421,1
223400,741.0,0.0,402.0,-3821.0,0.0296,75012.0,424.0,1
213853,905.0,0.0,325.0,-3575.0,57.0,1.26011e+16,684.0,1
227222,196.0,3.63e-05,0.0978,-11478.0,0.0267,1.43918999999999e+16,301.0,1
-1,0.8079999999999999,0.0,991.0,-8097000000000000.0,0.0425,162096.0,485.0,1
248640,924.0,0.0,114.0,-3398.0,0.0282,1.08032999999999e+16,912.0,1
142787,0.6829999999999999,0.0,0.0935,-6644.0,0.176,169519.0,0.8170000000000001,1
207851,0.7979999999999999,15.0,0.0972,-5935.0,0.0675,1.14981e+16,485.0,1
213173,797.0,0.000304,392.0,-5244.0,0.0333,129964.0,547.0,1
159394,489.0,424.0,131.0,-6932.0,0.0348,124031.0,0.0517,1
142933,363.0,0.0,0.1169999999999999,-1.2484e+16,0.0335,1.23262999999999e+16,0.8590000000000001,1
221000,0.901,134.0,299.0,-4481.0,32.0,132009.0,807.0,1
204467,0.41,0.5870000000000001,0.1169999999999999,-9722000000000000.0,0.0239,1.1995296059529e+16,0.27,1
-1,469.0,573.0,183.0,-9283.0,0.0311,127.44,193.0,1
227440,0.92,0.0026,0.11,-4852.0,0.0575,93162.0,455.0,1
206107,794.0,0.0,0.0776,-5857.0,0.0377,130025.0,0.482,1
262867,815.0,0.0,138.0,-3658.0,0.0771,1.25357999999999e+16,461.0,1
201347,0.75,0.0,106.0,-3.53,0.0293,1.59823999999999e+16,488.0,1
194400,0.471,97799999999.9999,0.1159999999999999,-8456.0,0.0436,9000200000000000.0,0.31,1
-1,589.0,0.11,154.0,-1.2859e+16,0.0315,1.28807e+16,789.0,1
197480,597.0,0.0,0.0819,-1.2107e+16,0.0343,1.80434e+16,536.0,1
-1,293.0,8.21e-06,0.104,-9502.0,0.0258,96685.0,162.0,1
201653,845.0,0.0,0.3779999999999999,-4837.0,0.0398,115999.0,0.8009999999999999,1
-1,889.0,0.0070599999999999,0.0943,-5474.0,0.0543,93994.0,508.0,1
253227,589.0,534000000000.0,0.0862,-8249.0,32.0,1.15282999999999e+16,726.0,1
-1,603.0,0.0,0.0687,-5517.0,0.0435,76874.0,456.0,1
197800,0.916,2.04e-06,0.0967,-5.96399999999999e+16,0.0612,156015.0,627.0,1
237026,0.86,4.92e-05,902.0,-5038.0,0.0661,1.00887999999999e+16,195.0,1
382834,537.0,0.00201,0.2689999999999999,-10421.0,152.0,124193.0,0.7829999999999999,1
397768,0.8540000000000001,0.00114,158.0,-7.531e+16,0.0494,100175.0,284.0,1
216067,855.0,0.0,0.0716,-4.95,0.0352,1.24577999999999e+16,424.0,1
